1	0	100	6.98	1
1	0	200	6.99	0
1	0	300	7.00	0
1	0	400	7.04	0
1	0	500	7.07	0
1	0	600	7.12	1
1	0	700	7.18	0
1	0	800	7.25	0
1	0	900	7.32	0
1	0	1000	7.41	0
1	0	2000	7.59	1
1	0	3000	7.87	0
1	0	4000	8.23	1
1	0	5000	8.71	1
1	0	6000	9.29	2
1	0	7000	9.96	2
1	0	8000	10.73	2
1	0	9000	11.59	1
1	0	10000	12.57	2
1	0	20000	14.62	4
1	0	30000	17.76	7
1	0	40000	21.97	9
1	0	50000	27.35	11
1	0	60000	33.82	14
1	0	70000	41.37	16
1	0	80000	50.07	18
1	0	90000	60.00	21
1	0	100000	71.09	22
1	1	100	71.09	0
1	1	200	71.09	0
1	1	300	71.09	0
1	1	400	71.09	0
1	1	500	71.09	0
1	1	600	71.09	0
1	1	700	71.09	0
1	1	800	71.09	0
1	1	900	71.09	1
1	1	1000	71.16	0
1	1	2000	71.34	0
1	1	3000	71.62	1
1	1	4000	71.99	1
1	1	5000	72.45	2
1	1	6000	73.04	1
1	1	7000	73.71	2
1	1	8000	74.48	2
1	1	9000	75.34	3
1	1	10000	76.32	3
1	1	20000	78.37	6
1	1	30000	81.51	8
1	1	40000	85.72	11
1	1	50000	91.10	14
1	1	60000	97.57	17
1	1	70000	105.09	20
1	1	80000	113.79	24
1	1	90000	123.72	27
1	1	100000	134.81	29
1	2	100	134.81	0
1	2	200	134.81	0
1	2	300	134.81	0
1	2	400	134.81	0
1	2	500	134.81	0
1	2	600	134.81	0
1	2	700	134.81	0
1	2	800	134.81	0
1	2	900	134.81	0
1	2	1000	134.88	0
1	2	2000	135.06	0
1	2	3000	135.34	1
1	2	4000	135.71	0
1	2	5000	136.18	1
1	2	6000	136.75	1
1	2	7000	137.43	1
1	2	8000	138.20	2
1	2	9000	139.06	2
1	2	10000	140.04	2
1	2	20000	142.09	4
1	2	30000	145.23	7
1	2	40000	149.45	9
1	2	50000	154.82	12
1	2	60000	161.29	13
1	2	70000	168.81	16
1	2	80000	177.51	18
1	2	90000	187.44	21
1	2	100000	198.53	24
