1	0	100	7.00	1
1	0	200	7.01	0
1	0	300	7.01	0
1	0	400	7.01	0
1	0	500	7.01	0
1	0	600	7.01	0
1	0	700	7.01	0
1	0	800	7.01	0
1	0	900	7.01	0
1	0	1000	7.01	0
1	0	2000	7.01	0
1	0	3000	7.01	0
1	0	4000	7.01	0
1	0	5000	7.01	0
1	0	6000	7.01	1
1	0	7000	7.01	0
1	0	8000	7.01	0
1	0	9000	7.01	0
1	0	10000	7.01	0
1	0	20000	7.07	0
1	0	30000	7.19	0
1	0	40000	7.30	1
1	0	50000	7.41	1
1	0	60000	7.53	1
1	0	70000	7.65	1
1	0	80000	8.06	2
1	0	90000	8.18	1
1	0	100000	8.29	1
1	1	100	8.29	0
1	1	200	8.29	0
1	1	300	8.29	0
1	1	400	8.29	0
1	1	500	8.29	0
1	1	600	8.29	0
1	1	700	8.29	0
1	1	800	8.29	0
1	1	900	8.29	0
1	1	1000	8.29	0
1	1	2000	8.29	0
1	1	3000	8.29	0
1	1	4000	8.29	0
1	1	5000	8.29	0
1	1	6000	8.29	0
1	1	7000	8.29	0
1	1	8000	8.29	0
1	1	9000	8.29	0
1	1	10000	8.29	1
1	1	20000	8.29	0
1	1	30000	8.29	0
1	1	40000	8.29	0
1	1	50000	8.29	1
1	1	60000	8.29	1
1	1	70000	8.29	1
1	1	80000	8.29	2
1	1	90000	8.29	1
1	1	100000	8.29	2
1	2	100	8.29	0
1	2	200	8.29	0
1	2	300	8.29	0
1	2	400	8.29	0
1	2	500	8.29	0
1	2	600	8.29	0
1	2	700	8.29	0
1	2	800	8.29	0
1	2	900	8.29	0
1	2	1000	8.29	0
1	2	2000	8.29	0
1	2	3000	8.29	0
1	2	4000	8.29	0
1	2	5000	8.29	0
1	2	6000	8.29	0
1	2	7000	8.29	0
1	2	8000	8.29	0
1	2	9000	8.29	0
1	2	10000	8.29	0
1	2	20000	8.29	0
1	2	30000	8.29	1
1	2	40000	8.29	0
1	2	50000	8.29	0
1	2	60000	8.29	1
1	2	70000	8.29	1
1	2	80000	8.29	1
1	2	90000	8.29	1
1	2	100000	8.29	2
